customer.id,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,Status
10029,1,all_other,0.0743,155.38,12.20607265,0.28,772,4516.958333,3164.0,13.7,0.0,0,0,0,Approved
10030,1,all_other,0.0743,155.38,12.20607265,3.72,812,6778.958333,85607.0,0.7,0.0,0,0,0,Approved
10031,1,debt_consolidation,0.0807,156.84,11.51292546,2.3,742,3148.958333,9698.0,19.4,0.0,0,0,0,Approved
10032,1,credit_card,0.1028,275.38,9.798127037,6.4,692,7469.958333,8847.0,26.9,1.0,1,0,0,Review
10033,1,home_improvement,0.0743,155.38,11.91839057,0,777,7128.958333,6053.0,19.5,0.0,0,0,0,Approved
10034,1,home_improvement,0.0807,78.42,11.60823564,11.33,762,6059.958333,7274.0,13.1,0.0,0,0,0,Approved
10035,1,credit_card,0.087,158.3,11.22524339,15.55,757,4770.0,66033.0,23,0.0,0,0,0,Approved
10036,1,all_other,0.0743,155.38,11.46163217,3.83,772,2535.0,3660.0,6.8,0.0,0,0,0,Approved
10037,1,credit_card,0.0743,155.38,11.35040654,0.31,787,3540.0,216.0,0.6,0.0,0,0,0,Approved
10038,1,credit_card,0.1122,164.23,11.28978191,1.21,672,3990.0,27185.0,16.1,3.0,0,1,0,Review
10039,1,debt_consolidation,0.0996,161.25,10.77895629,8.03,707,4320.0,28329.0,48.6,1.0,0,0,0,Approved
10040,1,home_improvement,0.0933,159.77,12.10071213,11.93,717,4498.958333,60568.0,39.2,1.0,0,0,0,Approved
10041,1,home_improvement,0.0807,156.84,12.10071213,5.55,742,4019.0,40934.0,26.3,0.0,0,0,0,Approved
10042,1,debt_consolidation,0.0743,155.38,11.69524702,2.29,777,3540.0,8379.0,16.9,0.0,0,0,0,Approved
10043,1,small_business,0.087,94.98,10.1266311,14.54,752,2460.0,3660.0,7.8,1.0,0,0,0,Approved
10044,1,home_improvement,0.1028,97.2,12.20607265,0,677,3779.958333,0.0,0,0.0,1,0,0,Review
10045,1,credit_card,0.1122,164.23,10.30895266,18.64,702,5190.0,15840.0,47.1,0.0,0,0,0,Approved
10046,1,credit_card,0.0838,167.02,11.21182037,14.37,797,5610.958333,6844.0,14.4,0.0,0,0,0,Approved
10047,1,educational,0.0775,168.6,8.987196821,3,762,6659.958333,1321.0,16.5,0.0,0,0,0,Approved
10048,1,all_other,0.0838,160.72,10.37349118,14.78,772,4379.0,4737.0,23.9,0.0,0,0,0,Approved
10049,1,credit_card,0.0901,159.03,11.19821472,9.96,722,3089.958333,23489.0,37.6,0.0,0,0,0,Approved
10050,1,debt_consolidation,0.0743,178.69,11.73606902,0.27,792,7488.958333,2817.0,10.2,0.0,0,0,0,Approved
10051,1,credit_card,0.0743,155.38,10.71441777,1.12,782,5807.0,1783.0,0,1.0,0,0,0,Approved
10052,1,small_business,0.1028,323.98,10.217422,10.7,712,1379.0,3534.0,54.4,0.0,0,0,0,Approved
10053,1,small_business,0.1059,813.65,10.77895629,4.05,762,2729.958333,2422.0,23.3,0.0,0,0,0,Approved
10054,1,educational,0.0996,112.87,9.510444964,16.44,712,1649.958333,2864.0,41.1,1.0,0,0,0,Approved
10055,1,debt_consolidation,0.1596,94.88,10.86283777,12.57,627,1409.0,3075.0,92.3,1.0,0,0,0,High Risk
10056,1,small_business,0.1059,398.69,11.00209984,17.12,747,14008.95833,17214.0,8.1,2.0,1,0,0,Approved
10057,1,credit_card,0.1154,39.6,9.903487553,2.04,662,1139.0,1153.0,75.8,2.0,0,0,0,Review
10058,1,credit_card,0.1343,678.08,11.88448902,10.15,682,4209.958333,41674.0,74.1,0.0,0,0,1,Review
10059,1,credit_card,0.1249,401.37,11.22524339,15,682,4479.0,43039.0,93.4,3.0,0,0,0,Review
10060,1,all_other,0.0964,205.45,11.00209984,7.72,712,2293.958333,3362.0,69.3,0.0,0,0,0,Approved
10061,1,debt_consolidation,0.1186,397.75,11.08214255,7.14,682,8730.0,11868.0,71.9,0.0,2,0,0,Review
10062,1,all_other,0.0743,155.38,10.59663473,2.55,772,8189.958333,2562.0,14,2.0,0,0,0,Approved
10063,1,all_other,0.1028,113.39,9.903487553,1.5,682,1410.0,1882.0,32.4,0.0,0,0,0,Review
10064,1,debt_consolidation,0.1186,99.44,10.49551521,7.47,667,2550.0,1064.0,70.9,2.0,0,1,0,Review
10065,1,credit_card,0.0807,109.79,11.49272276,8.52,752,4979.958333,6432.0,6,0.0,1,0,0,Approved
10066,1,all_other,0.1059,32.55,10.43382164,14.47,687,1110.0,4485.0,36.9,1.0,0,0,1,Review
10067,1,all_other,0.0996,112.87,11.26446411,11.06,702,4979.958333,16310.0,20.5,0.0,1,0,0,Approved
10068,1,debt_consolidation,0.0964,160.51,11.77528973,8.55,712,5940.0,20969.0,40.2,0.0,0,0,0,Approved
10069,1,debt_consolidation,0.1375,340.57,10.46310334,17.38,707,2699.958333,22213.0,65.9,0.0,0,0,0,Approved
10070,1,home_improvement,0.0775,156.11,12.32385568,6.48,752,5339.958333,2160.0,2.3,1.0,0,0,0,Approved
10071,1,credit_card,0.0743,155.38,11.15625052,4.56,812,9809.0,813.0,1,0.0,0,0,0,Approved
10072,1,home_improvement,0.0807,235.25,11.91839057,2.72,757,5202.0,23678.0,24.4,4.0,0,0,0,Approved
10073,1,debt_consolidation,0.0996,257.99,10.77895629,15.13,722,2640.0,11289.0,47.8,3.0,0,0,0,Approved
10074,1,small_business,0.1501,225.37,12.26904744,6.45,677,6240.0,56411.0,75.3,0.0,0,0,1,Review
10075,1,home_improvement,0.0964,80.26,11.22524339,20,772,4920.958333,269.0,3.8,3.0,0,0,1,Approved
10076,1,home_improvement,0.128,84.0,10.37349118,20,682,5492.0,3408.0,35.1,1.0,0,0,1,Review
10077,1,debt_consolidation,0.1122,507.46,10.59663473,13.5,712,5368.958333,6513.0,34.3,3.0,0,1,1,Approved
10078,1,educational,0.0743,124.31,10.59663473,3.45,772,1739.958333,330.0,11,0.0,0,0,0,Approved
10079,1,credit_card,0.087,63.32,11.15625052,6.07,712,2550.0,5967.0,19.8,1.0,0,0,0,Approved
10080,1,all_other,0.1091,130.79,9.798127037,18,707,2192.0,5533.0,79.6,1.0,0,0,0,Approved
10081,1,home_improvement,0.0775,93.67,11.73606902,2.14,762,8370.0,21050.0,1,0.0,0,0,0,Approved
10082,1,all_other,0.0775,93.67,10.81977828,5.35,762,8370.0,21050.0,0.7,0.0,0,0,0,Approved
10083,1,all_other,0.087,88.65,11.69524702,15,742,3026.0,8155.0,14.9,1.0,0,0,0,Approved
10084,1,all_other,0.0964,128.41,11.51292546,15,722,3026.0,8155.0,14.9,1.0,0,0,0,Approved
10085,1,home_improvement,0.087,94.98,11.03488966,12.23,737,2729.958333,3678.0,30.7,0.0,0,0,0,Approved
10086,1,debt_consolidation,0.1217,179.8,10.46310334,7.1,662,2944.0,2040.0,36.2,2.0,0,0,0,Review
10087,1,credit_card,0.1533,444.05,11.00209984,19.52,667,2700.958333,33074.0,68.8,2.0,0,0,0,Review
10088,1,all_other,0.0775,124.89,11.03165864,3.46,747,2519.0,1918.0,17.1,0.0,0,0,0,Approved
10089,1,credit_card,0.1533,644.3,11.40756495,5.24,662,1770.0,22379.0,62.2,0.0,0,0,0,Review
10090,1,small_business,0.0964,642.02,11.47210347,2.86,737,2190.0,10296.0,42.5,0.0,0,0,1,Approved
10091,1,small_business,0.1154,104.76,9.61580548,12.24,672,1289.958333,2867.0,55.1,3.0,0,0,1,Review
10092,1,debt_consolidation,0.1122,157.66,10.30895266,12.36,682,1770.0,12310.0,86.1,0.0,0,0,0,Review
10093,1,debt_consolidation,0.087,383.87,11.91839057,4.8,767,13349.95833,61921.0,39.1,0.0,0,0,0,Approved
10094,1,credit_card,0.1122,217.6,11.38509209,18,702,3725.0,16738.0,26.1,2.0,0,0,0,Approved
10095,1,all_other,0.0807,297.99,11.05089001,3.49,792,5939.0,40384.0,9.2,1.0,0,0,0,Approved
10096,1,debt_consolidation,0.0775,156.11,10.71441777,5,762,2131.0,1359.0,5.6,2.0,0,0,0,Approved
10097,1,debt_consolidation,0.1154,329.95,12.32385568,20,727,10292.0,107501.0,44.8,2.0,0,0,0,Approved
10098,1,all_other,0.0807,313.67,12.06104687,0.72,787,8010.0,3054.0,5.6,3.0,0,0,0,Approved
10099,1,all_other,0.0807,297.99,11.40756495,2.44,792,8717.958333,40384.0,9.6,0.0,0,0,0,Approved
10100,1,home_improvement,0.0933,239.65,11.44035477,9.66,792,4529.0,128000.0,0,3.0,0,0,0,Approved
10101,1,debt_consolidation,0.0712,61.87,11.6784399,0.43,772,5936.0,4709.0,18.5,0.0,0,0,0,Approved
10102,1,all_other,0.1186,94.47,10.71441777,2.8,667,5460.0,2850.0,75,0.0,1,0,0,Review
10103,1,small_business,0.1501,73.68,11.47210347,16.89,702,4080.0,51.0,0,0.0,0,0,1,Approved
10104,1,home_improvement,0.0807,313.67,11.91839057,5.84,792,5364.958333,37152.0,3.7,0.0,0,0,0,Approved
10105,1,debt_consolidation,0.0933,543.2,11.22524339,9.55,762,5699.958333,3839.0,16.6,1.0,0,0,0,Approved
10106,1,home_improvement,0.0807,313.67,11.35040654,3.11,797,5363.958333,37152.0,3.7,0.0,0,0,0,Approved
10107,1,credit_card,0.1217,266.37,11.15625052,10.2,672,3598.958333,26283.0,39.5,0.0,1,0,1,Review
10108,1,debt_consolidation,0.1028,210.6,10.71441777,5.87,692,1741.958333,5607.0,42.2,0.0,0,0,0,Review
10109,1,all_other,0.1249,234.15,10.04324949,5.01,662,1110.0,1061.0,81.9,3.0,0,0,0,Review
10110,1,debt_consolidation,0.1028,323.99,11.69524702,14.4,722,4679.958333,56740.0,77.5,1.0,0,0,0,Approved
10111,1,credit_card,0.1059,235.96,10.95080655,7.22,1712,5519.0,40598.0,77.3,1.0,0,0,0,Approved
10112,1,debt_consolidation,0.1438,352.22,11.1844214,17.83,687,1289.958333,3815.0,6.5,1.0,0,0,0,Review
10113,1,all_other,0.0743,117.31,11.69524702,0,772,3929.958333,0.0,0,1.0,0,0,0,Approved
10114,1,debt_consolidation,0.0712,64.96,11.60823564,0.22,812,16213.0,50.0,0.3,0.0,0,0,0,Approved
10115,1,small_business,0.1565,699.69,11.42954386,1.53,667,3603.958333,4569.0,56.4,1.0,0,0,0,Review
10116,1,educational,0.1059,195.27,9.852194258,8.15,692,3089.958333,8528.0,86.1,0.0,0,0,0,Review
10117,1,credit_card,0.1122,295.59,10.3859137,22.15,747,2788.958333,14345.0,45.8,0.0,0,0,0,Approved
10118,1,small_business,0.1122,217.59,10.81977828,18.38,707,3359.0,113.0,2.4,1.0,0,0,0,Approved
10119,1,debt_consolidation,0.1375,263.09,11.03811028,9.8,677,3089.958333,12231.0,81,3.0,0,0,1,Review
10120,1,debt_consolidation,0.1467,248.43,10.95080655,20.76,667,3750.0,13552.0,69.1,0.0,1,0,0,Review
10121,1,credit_card,0.1028,194.4,11.37710574,10.6,692,2489.958333,16813.0,63.9,0.0,0,0,0,Review
10122,1,debt_consolidation,0.1249,301.04,10.57131693,5.08,667,3690.0,26233.0,62.9,3.0,0,1,1,Review
10123,1,all_other,0.0743,163.92,11.35040654,2.64,782,9210.0,5760.0,16,0.0,0,0,0,Approved
10124,1,all_other,0.1028,150.66,10.727663,3.26,687,6509.958333,105.0,35,1.0,1,0,1,Review
10125,1,debt_consolidation,0.1122,217.59,10.9525594,13.77,682,2160.0,11490.0,95.7,0.0,0,0,0,Review
10126,1,home_improvement,0.1312,85.23,10.59663473,20.67,692,5250.0,17641.0,30.5,3.0,1,0,0,Review
10127,1,all_other,0.1122,328.43,10.30895266,20.4,742,3270.0,0.0,0,3.0,0,0,0,Approved
10128,1,all_other,0.0807,165.47,10.91508846,12,797,8790.0,12430.0,19.2,1.0,0,0,0,Approved
10129,1,debt_consolidation,0.1091,140.6,10.49127422,9.87,707,1560.0,12323.0,44,0.0,0,0,0,Approved
10130,1,all_other,0.1028,98.01,11.40756495,9.13,697,3300.0,38624.0,97.8,0.0,0,0,0,Review
10131,1,small_business,0.1217,166.48,9.210340372,0,662,2250.0,875.0,54.7,2.0,1,0,1,Review
10132,1,small_business,0.1249,284.32,11.35040654,6.38,667,7229.958333,1196.0,12,3.0,4,0,0,Review
10133,1,small_business,0.1438,194.15,13.08154138,2.4,697,2759.958333,26628.0,60.4,3.0,1,0,0,Review
10134,1,all_other,0.1028,138.51,10.34174248,24.81,767,5789.958333,6752.0,24.6,2.0,0,0,0,Approved
10135,1,debt_consolidation,0.1249,70.25,9.433483923,14.4,662,1469.0,458.0,91.6,1.0,0,0,1,Review
10136,1,credit_card,0.0838,252.1,11.56171563,9.71,752,3508.958333,16786.0,44.7,0.0,0,0,0,Approved
10137,1,all_other,0.0901,263.19,11.69524702,12.16,742,9719.958333,7336.0,29.9,0.0,0,0,0,Approved
10138,1,all_other,0.0933,104.65,11.03488966,3.83,702,3690.0,7089.0,41.9,1.0,0,0,0,Approved
10139,1,debt_consolidation,0.0807,172.53,10.89673933,6.29,742,5100.0,18388.0,68.9,0.0,0,0,0,Approved
10140,1,credit_card,0.0996,38.7,10.37349118,1.13,677,1920.0,613.0,76.6,2.0,0,0,0,Review
10141,1,educational,0.1249,100.35,10.2791805,12.77,662,1110.0,566.0,51.5,3.0,1,0,1,Review
10142,1,debt_consolidation,0.128,335.98,10.50232405,18.92,682,2219.0,9166.0,50.4,1.0,0,0,0,Review
10143,1,all_other,0.1091,163.49,10.57131693,11.78,707,4889.0,5406.0,33.4,0.0,0,1,1,Approved
10144,1,all_other,0.0996,32.25,10.46310334,5.83,687,2158.958333,1188.0,3,2.0,0,0,1,Review
10145,1,educational,0.0996,96.75,9.798127037,15.4,707,11248.95833,12003.0,40.4,1.0,0,0,0,Approved
10146,1,all_other,0.1059,72.42,11.00209984,8.14,707,4800.0,20511.0,62,1.0,0,0,1,Approved
10147,1,small_business,0.0964,90.68,11.15625052,18,732,3691.0,55720.0,10,2.0,0,0,0,Approved
10148,1,all_other,0.0807,259.58,10.79957558,9.89,772,9870.0,7744.0,17.1,0.0,0,0,0,Approved
10149,1,all_other,0.0964,169.32,11.15625052,17.57,737,5429.958333,51761.0,38,1.0,0,0,0,Approved
10150,1,credit_card,0.1154,205.4,10.71441777,17.76,717,1500.0,579.0,23.2,0.0,0,0,0,Approved
10151,1,debt_consolidation,0.1312,162.01,11.35040654,16.87,707,9059.958333,34776.0,54.3,0.0,0,0,1,Approved
10152,1,debt_consolidation,0.1028,226.8,10.92233487,10.05,692,1890.0,8047.0,33.8,0.0,0,0,0,Review
10153,1,all_other,0.1059,162.73,9.61580548,24.4,737,3209.958333,0.0,0,3.0,0,0,0,Approved
10154,1,debt_consolidation,0.1154,158.38,10.1266311,18.19,672,2586.0,409.0,81.8,0.0,1,0,0,Review
10155,1,small_business,0.0901,795.11,10.95080655,8.93,822,9696.958333,185.0,0.5,0.0,0,0,0,Approved
10156,1,debt_consolidation,0.0996,158.83,11.33857208,4.84,727,6330.0,48251.0,50.1,2.0,0,0,0,Approved
10157,1,all_other,0.1028,97.2,10.54534144,19.93,687,2580.0,772.0,96.5,0.0,0,0,0,Review
10158,1,debt_consolidation,0.1154,263.97,10.81977828,8.04,672,3089.0,1019.0,4.5,1.0,1,0,0,Review
10159,1,small_business,0.1091,404.62,10.75177778,16.39,692,5640.0,8332.0,39.9,2.0,0,0,0,Review
10160,1,all_other,0.0775,307.53,11.15625052,9.09,797,6089.958333,1790.0,4.5,1.0,0,0,0,Approved
10161,1,debt_consolidation,0.128,839.95,11.22524339,24.85,722,6330.0,62739.0,74.7,3.0,0,0,1,Approved
10162,1,all_other,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901.0,71.2,2.0,0,0,1,Approved
10163,1,debt_consolidation,0.1186,265.18,10.858999,11.31,667,1560.0,5867.0,74.3,1.0,0,0,0,Review
10164,1,home_improvement,0.0964,802.47,11.26446411,0.8,732,2129.958333,10605.0,22.1,1.0,0,0,0,Approved
10165,1,debt_consolidation,0.1091,505.16,11.69524702,16.97,697,9659.0,57196.0,44.5,3.0,0,0,1,Review
10166,1,home_improvement,0.0901,318.05,12.52452638,2.97,712,4919.0,481.0,80.2,2.0,0,0,1,Approved
10167,1,educational,0.0838,315.12,10.30895266,4.2,737,1560.0,2282.0,19,1.0,0,0,0,Approved
10168,1,all_other,0.1091,130.79,9.574983486,8.92,672,1140.0,3614.0,61.3,1.0,0,0,0,Review
10169,1,debt_consolidation,0.1059,227.82,11.05879518,8.5,682,6839.958333,14930.0,79,1.0,0,1,0,Review
10170,1,credit_card,0.0996,643.36,11.66134547,13.07,727,10529.95833,33989.0,82.9,0.0,0,0,0,Approved
10171,1,all_other,14.7,51.78,10.1266311,3.84,632,1530.0,1238.0,61.9,1.0,1,0,0,High Risk
10172,1,educational,0.0901,572.48,10.62132735,15.37,747,7500.0,4746.0,18.5,2.0,0,0,0,Approved
10173,1,all_other,0.0775,149.87,9.952277717,6.34,752,3029.0,3470.0,25.5,0.0,0,0,0,Approved
10174,1,all_other,0.0996,96.75,11.03488966,11.98,682,1799.0,12640.0,83.2,0.0,0,0,0,Review
10175,1,home_improvement,0.0712,92.8,11.44035477,0,1812,8250.0,368.0,1.2,0.0,0,0,0,Approved
10176,1,credit_card,0.1091,192.09,11.09741002,19.82,677,4290.0,30597.0,89.5,1.0,1,0,0,Review
10177,1,all_other,0.1154,593.92,10.20359214,10.8,682,5050.0,8537.0,75.5,0.0,0,0,0,Review
10178,1,debt_consolidation,0.1091,392.36,10.46310334,15.74,692,1500.041667,15649.0,54.5,2.0,0,0,0,Review
10179,1,educational,0.0775,156.11,10.858999,9.55,767,12960.04167,4067.0,7.3,0.0,0,0,0,Approved
10180,1,debt_consolidation,0.1028,155.52,10.46310334,7.51,687,2795.0,5836.0,68.7,0.0,0,1,0,Review
10181,1,credit_card,0.1028,485.99,11.38509209,11.95,702,5070.0,24615.0,94.7,0.0,0,0,0,Approved
10182,1,all_other,0.1028,116.64,10.30895266,7.88,687,5130.041667,7600.0,71.7,0.0,0,1,0,Review
10183,1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495.0,87.9,2.0,0,0,1,Review
10184,1,credit_card,0.0775,149.87,9.903487553,10.26,757,6330.041667,4921.0,30.4,0.0,0,0,0,Approved
10185,1,educational,0.1154,211.17,11.46163217,1.83,667,3421.041667,11200.0,23.2,1.0,0,0,0,Review
10186,1,debt_consolidation,0.0743,186.45,11.13730067,6.11,777,7440.041667,2444.0,5.6,3.0,0,0,0,Approved
10187,1,debt_consolidation,0.0933,790.86,11.00209984,0.82,767,2100.0,916.0,6.8,0.0,0,0,0,Approved
10188,1,small_business,0.0901,795.11,13.33100224,3.83,782,3660.0,148829.0,6.6,5.0,0,0,1,Approved
10189,1,credit_card,0.087,126.65,10.69194491,18.71,747,3630.0,3209.0,12.6,0.0,0,0,0,Approved
10190,1,credit_card,0.1091,294.27,11.28978191,17.17,677,3840.041667,7570.0,82.3,0.0,0,0,0,Review
10191,1,debt_consolidation,0.1091,404.62,11.28978191,9.23,687,2519.0,13126.0,96.5,0.0,0,1,0,Review
10192,1,debt_consolidation,0.1186,397.77,11.91839057,20.48,687,4452.041667,66654.0,51.6,1.0,0,0,0,Review
10193,1,debt_consolidation,0.0743,178.68,11.46163217,1.2,812,16259.04167,50.0,0.3,0.0,0,0,0,Approved
10194,1,educational,0.1028,29.16,9.392661929,16.7,687,2069.0,3084.0,65.6,3.0,0,0,1,Review
10195,1,small_business,0.0996,417.62,11.42954386,6.48,712,5610.041667,2598.0,23.8,1.0,0,0,0,Approved
10196,1,credit_card,0.1059,130.18,11.03488966,17.81,682,6330.041667,18168.0,68.5,2.0,0,0,0,Review
10197,1,all_other,0.1122,98.53,10.40134951,22.79,682,9389.0,24218.0,85.3,2.0,0,0,0,Review
10198,1,all_other,0.0807,15.69,9.798127037,4.27,722,1470.0,0.0,0,0.0,0,0,0,Approved
10199,1,credit_card,0.1091,523.14,12.20607265,10.7,697,7320.0,72303.0,73.7,1.0,0,0,0,Review
10200,1,all_other,0.087,557.23,11.9381932,0.12,757,1128.041667,1032.0,5,0.0,0,0,0,Approved
10201,1,all_other,0.1122,315.3,10.65725935,14.6,677,3630.0,133.0,4.2,1.0,0,0,0,Review
10202,1,debt_consolidation,0.1154,527.93,10.70099475,12.16,682,2130.0,34023.0,57.7,1.0,2,0,1,Review
10203,1,major_purchase,0.0743,93.23,11.1844214,11.18,757,4500.041667,12430.0,29.6,5.0,0,0,0,Approved
10204,1,debt_consolidation,0.0775,202.94,10.77895629,13.53,787,10260.04167,10742.0,8.9,3.0,0,0,0,Approved
10205,1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197.0,75.8,0.0,2,0,1,Review
10206,1,all_other,0.1028,158.76,10.69194491,15.3,692,4410.0,88.0,23.8,1.0,3,0,1,Review
10207,1,debt_consolidation,0.1028,485.99,10.81977828,11.88,702,7020.041667,13867.0,33.7,0.0,0,0,0,Approved
10208,1,all_other,0.0996,322.49,11.19134184,10.28,702,4920.041667,3943.0,98.6,3.0,0,0,1,Approved
10209,1,debt_consolidation,0.087,189.97,10.08580911,19.45,757,3870.041667,5405.0,40,2.0,0,0,0,Approved
10210,1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,3030.041667,12102.0,49,1.0,0,0,0,Approved
10211,1,debt_consolidation,0.1217,599.33,11.61045137,18.3,682,4379.0,18076.0,81.4,1.0,0,0,0,Review
10212,1,debt_consolidation,0.1217,132.35,10.20359214,23.2,702,5279.041667,4504.0,39.2,1.0,0,0,1,Approved
10213,1,small_business,0.1186,828.69,10.858999,9.74,712,4859.041667,25852.0,60.5,0.0,0,0,0,Approved
10214,1,credit_card,0.1091,604.88,10.858999,17.56,707,8061.0,32438.0,43,0.0,1,0,0,Approved
10215,1,debt_consolidation,0.087,538.23,10.93131966,11.51,747,6240.041667,20380.0,48.1,2.0,0,0,0,Approved
10216,1,credit_card,0.0933,172.55,10.6454249,16.09,707,2220.0,38054.0,61.2,0.0,0,0,0,Approved
10217,1,small_business,0.1091,604.88,10.49127422,4.67,697,1410.0,25.0,0.2,2.0,0,0,0,Review
10218,1,all_other,0.0996,290.24,10.54534144,3.38,697,1782.0,3305.0,55.1,2.0,0,0,0,Review
10219,1,major_purchase,0.1186,530.36,11.36674295,15.1,682,3900.0,348.0,4.8,0.0,0,0,1,Review
10220,1,all_other,0.087,158.31,10.08580911,6.15,722,1350.0,3015.0,25.3,0.0,0,0,0,Approved
10221,1,debt_consolidation,0.1059,390.54,10.30895266,19.84,702,2042.041667,7336.0,71.9,1.0,0,0,0,Approved
10222,1,credit_card,0.1249,301.04,10.858999,4.98,662,6630.041667,8644.0,72.6,1.0,0,0,0,Review
10223,1,small_business,0.1154,659.91,11.47210347,17.81,707,3629.0,93.0,0,2.0,0,0,1,Approved
10224,1,small_business,0.0743,217.52,10.66895539,1.65,777,2879.0,2698.0,9.5,0.0,0,0,0,Approved
10225,1,home_improvement,0.1028,388.79,11.48246626,5.58,697,4800.041667,19009.0,30,0.0,0,0,0,Review
10226,1,major_purchase,0.087,158.31,10.77895629,0.38,717,12930.04167,498.0,7.3,2.0,1,0,0,Approved
10227,1,debt_consolidation,0.1217,319.64,11.00209984,19.28,672,4740.0,10358.0,91.7,2.0,0,1,1,Review
10228,1,credit_card,0.1028,103.68,11.22524339,9.7,682,12780.0,2105.0,45.3,0.0,3,0,0,Review
10229,1,home_improvement,0.0964,154.08,11.00209984,12.94,697,2969.041667,2822.0,9.9,3.0,0,0,0,Review
10230,1,debt_consolidation,0.1059,650.9,11.58988651,11.96,707,5070.0,21004.0,97.7,0.0,0,0,0,Approved
10231,1,all_other,0.1375,81.74,10.75790288,24.08,667,2820.0,11675.0,75.8,1.0,0,0,0,Review
10232,1,all_other,0.0901,238.54,9.875088078,10.37,712,1230.041667,3933.0,43.7,0.0,0,0,0,Approved
10233,1,debt_consolidation,0.128,335.98,10.98189713,7.51,662,4109.041667,7251.0,80.6,3.0,0,2,0,Review
10234,1,all_other,0.1217,93.23,10.71441777,19.19,692,4440.041667,88.0,44,1.0,3,0,1,Review
